"nombre","run","serie","tipoentidad","row","categoria","instrumento"
"AINA FONDO DE INVERSION","9278","UNICA","FINRE","AAAw+cAAhAABP4MAAz","Alternativos","CFI"
"ALZA FINTECH X FONDO DE INVERSION","10413","A","FINRE","AAAw+cAAhAABQK+AAD","Sin clasificacion","CFI"
"ALZA FINTECH X FONDO DE INVERSION","10413","B","FINRE","AAAw+cAAhAABQK+AAD","Sin clasificacion","CFI"
"AMERIS AATECH FINANCIAMIENTO CORTO PLAZO FONDO DE INVERSIÓN","9919","A","FIRES","AAAw+cAAhAABQKBAAC","Sin clasificacion","CFI"
"AMERIS AATECH FINANCIAMIENTO CORTO PLAZO FONDO DE INVERSIÓN","9919","AATECH","FIRES","AAAw+cAAhAABQKBAAC","Sin clasificacion","CFI"
"AMERIS AATECH FINANCIAMIENTO CORTO PLAZO FONDO DE INVERSIÓN","9919","I","FIRES","AAAw+cAAhAABQKBAAC","Sin clasificacion","CFI"
"AMERIS AATECH FINANCIAMIENTO CORTO PLAZO FONDO DE INVERSIÓN","9919","X","FIRES","AAAw+cAAhAABQKBAAC","Sin clasificacion","CFI"
"AMERIS CESL II FONDO DE INVERSIÓN","9744","A","FINRE","AAAw+cAAhAABP4UAAn","Sin clasificacion","CFI"
"AMERIS CESL II FONDO DE INVERSIÓN","9744","B","FINRE","AAAw+cAAhAABP4UAAn","Sin clasificacion","CFI"
"AMERIS CESL II FONDO DE INVERSIÓN","9744","C","FINRE","AAAw+cAAhAABP4UAAn","Sin clasificacion","CFI"
"AMERIS CESL II FONDO DE INVERSIÓN","9744","I","FINRE","AAAw+cAAhAABP4UAAn","Sin clasificacion","CFI"
"AMERIS CESL III FONDO DE INVERSIÓN","10699","A","FINRE","AAAw+cAAhAABQK5AAx","Sin clasificacion","CFI"
"AMERIS CESL III FONDO DE INVERSIÓN","10699","B","FINRE","AAAw+cAAhAABQK5AAx","Sin clasificacion","CFI"
"AMERIS CESL III FONDO DE INVERSIÓN","10699","C","FINRE","AAAw+cAAhAABQK5AAx","Sin clasificacion","CFI"
"AMERIS DEUDA CHILE FONDO DE INVERSION","9383","A","FIRES","AAAw+cAAhAABP4PAAC","Renta Fija - > 365 dias","CFI"
"AMERIS DEUDA CHILE FONDO DE INVERSION","9383","X","FIRES","AAAw+cAAhAABP4PAAC","Renta Fija - > 365 dias","CFI"
"AMERIS DEUDA DIRECTA DÓLAR FONDO DE INVERSIÓN","10627","A","FINRE","AAAw+cAAhAABQK8AAk","Sin clasificacion","CFI"
"AMERIS DEUDA DIRECTA DÓLAR FONDO DE INVERSIÓN","10627","F","FINRE","AAAw+cAAhAABQK8AAk","Sin clasificacion","CFI"
"AMERIS DEUDA DIRECTA DÓLAR FONDO DE INVERSIÓN","10627","X","FINRE","AAAw+cAAhAABQK8AAk","Sin clasificacion","CFI"
"AMERIS DEUDA DIRECTA DÓLAR HEDGE CLP FONDO DE INVERSIÓN","10730","A","FINRE","AAAw+cAAhAABQK7AAy","Sin clasificacion","CFI"
"AMERIS DEUDA DIRECTA DÓLAR HEDGE CLP FONDO DE INVERSIÓN","10730","X","FINRE","AAAw+cAAhAABQK7AAy","Sin clasificacion","CFI"
"AMERIS DEUDA DIRECTA FONDO DE INVERSION","9495","A","FINRE","AAAw+cAAhAABP4NAAU","Sin clasificacion","CFI"
"AMERIS DEUDA DIRECTA FONDO DE INVERSION","9495","C","FINRE","AAAw+cAAhAABP4NAAU","Sin clasificacion","CFI"
"AMERIS DEUDA DIRECTA FONDO DE INVERSION","9495","I","FINRE","AAAw+cAAhAABP4NAAU","Sin clasificacion","CFI"
"AMERIS DEUDA DIRECTA FONDO DE INVERSION","9495","R","FINRE","AAAw+cAAhAABP4NAAU","Sin clasificacion","CFI"
"AMERIS DEUDA DIRECTA FONDO DE INVERSION","9495","X","FINRE","AAAw+cAAhAABP4NAAU","Sin clasificacion","CFI"
"AMERIS DEUDA LATINOAMERICANA SOSTENIBLE FONDO DE INVERSIÓN","10192","A","FINRE","AAAw+cAAhAABQKCAAq","Sin clasificacion","CFI"
"AMERIS DEUDA LATINOAMERICANA SOSTENIBLE FONDO DE INVERSIÓN","10192","I","FINRE","AAAw+cAAhAABQKCAAq","Sin clasificacion","CFI"
"AMERIS DEUDA LATINOAMERICANA SOSTENIBLE FONDO DE INVERSIÓN","10192","X","FINRE","AAAw+cAAhAABQKCAAq","Sin clasificacion","CFI"
"AMERIS DEUDA PRIVADA CON GARANTÍA FOGAPE FONDO DE INVERSIÓN","10643","ND","FINRE","AAAw+cAAhAABQK6AAh","Sin clasificacion","CFI"
"AMERIS DEUDA PRIVADA CON GARANTÍA FOGAPE FONDO DE INVERSIÓN","10643","NI","FINRE","AAAw+cAAhAABQK6AAh","Sin clasificacion","CFI"
"AMERIS DEUDA PRIVADA CON GARANTÍA FOGAPE FONDO DE INVERSIÓN","10643","NX","FINRE","AAAw+cAAhAABQK6AAh","Sin clasificacion","CFI"
"AMERIS DEUDA PRIVADA CON GARANTÍA FOGAPE FONDO DE INVERSIÓN","10643","PA","FINRE","AAAw+cAAhAABQK6AAh","Sin clasificacion","CFI"
"AMERIS DEUDA PRIVADA CON GARANTÍA FOGAPE FONDO DE INVERSIÓN","10643","PD","FINRE","AAAw+cAAhAABQK6AAh","Sin clasificacion","CFI"
"AMERIS DEUDA PRIVADA CON GARANTÍA FOGAPE FONDO DE INVERSIÓN","10643","PI","FINRE","AAAw+cAAhAABQK6AAh","Sin clasificacion","CFI"
"AMERIS DEUDA PRIVADA CON GARANTÍA FOGAPE FONDO DE INVERSIÓN","10643","PX","FINRE","AAAw+cAAhAABQK6AAh","Sin clasificacion","CFI"
"AMERIS DEUDA PRIVADA CON GARANTÍA FOGAPE FONDO DE INVERSIÓN","10643","S","FINRE","AAAw+cAAhAABQK6AAh","Sin clasificacion","CFI"
"AMERIS DOVER STREET XI FONDO DE INVERSIÓN","10565","A","FINRE","AAAw+cAAhAABQK7AAa","Sin clasificacion","CFI"
"AMERIS DOVER STREET XI FONDO DE INVERSIÓN","10565","B","FINRE","AAAw+cAAhAABQK7AAa","Sin clasificacion","CFI"
"AMERIS DOVER STREET XI FONDO DE INVERSIÓN","10565","I","FINRE","AAAw+cAAhAABQK7AAa","Sin clasificacion","CFI"
"AMERIS ELECTROMOVILIDAD FONDO DE INVERSIÓN","10514","A","FINRE","AAAw+cAAhAABQK5AAW","Sin clasificacion","CFI"
"AMERIS ELECTROMOVILIDAD FONDO DE INVERSIÓN","10514","D","FINRE","AAAw+cAAhAABQK5AAW","Sin clasificacion","CFI"
"AMERIS FINANCIAMIENTO COLATERALIZADO I FONDO DE INVERSIÓN","10025","A","FINRE","AAAw+cAAhAABQKBAAO","Sin clasificacion","CFI"
"AMERIS FINANCIAMIENTO COLATERALIZADO I FONDO DE INVERSIÓN","10025","B","FINRE","AAAw+cAAhAABQKBAAO","Sin clasificacion","CFI"
"AMERIS FINANCIAMIENTO COLATERALIZADO I FONDO DE INVERSIÓN","10025","X","FINRE","AAAw+cAAhAABQKBAAO","Sin clasificacion","CFI"
"AMERIS FINANCIAMIENTO PARA ACCESO A LA VIVIENDA FONDO DE INVERSIÓN","9827","C","FINRE","AAAw+cAAhAABP4XAA6","Sin clasificacion","CFI"
"AMERIS FINANCIAMIENTO PARA ACCESO A LA VIVIENDA FONDO DE INVERSIÓN","9827","I","FINRE","AAAw+cAAhAABP4XAA6","Sin clasificacion","CFI"
"AMERIS FINANCIAMIENTO PARA ACCESO A LA VIVIENDA II FONDO DE INVERSIÓN.","10626","A","FINRE","AAAw+cAAhAABQK6AAd","Sin clasificacion","CFI"
"AMERIS FINANCIAMIENTO PARA ACCESO A LA VIVIENDA II FONDO DE INVERSIÓN.","10626","I","FINRE","AAAw+cAAhAABQK6AAd","Sin clasificacion","CFI"
"AMERIS HARBOURVEST CO-INVESTMENT VII FONDO DE INVERSIÓN","10806","B","FINRE","AAAw+cAAhAABQK6AA2","Sin clasificacion","CFI"
"AMERIS HARBOURVEST CO-INVESTMENT VII FONDO DE INVERSIÓN","10806","C","FINRE","AAAw+cAAhAABQK6AA2","Sin clasificacion","CFI"
"AMERIS HARBOURVEST CO-INVESTMENT VII FONDO DE INVERSIÓN","10806","I","FINRE","AAAw+cAAhAABQK6AA2","Sin clasificacion","CFI"
"AMERIS LEASING HABITACIONAL FONDO DE INVERSIÓN.","10692","A","FINRE","AAAw+cAAhAABQK9AAp","Sin clasificacion","CFI"
"AMERIS LEASING HABITACIONAL FONDO DE INVERSIÓN.","10692","I","FINRE","AAAw+cAAhAABQK9AAp","Sin clasificacion","CFI"
"AMERIS LGT CCO II FONDO DE INVERSIÓN","9702","A","FINRE","AAAw+cAAhAABP4TAAY","Sin clasificacion","CFI"
"AMERIS LGT CCO II FONDO DE INVERSIÓN","9702","B","FINRE","AAAw+cAAhAABP4TAAY","Sin clasificacion","CFI"
"AMERIS LGT SECONDARIES IV FONDO DE INVERSIÓN","9378","UNICA","FINRE","AAAw+cAAhAABP4MAAF","Sin clasificacion","CFI"
"AMERIS LGT SECONDARIES V FONDO DE INVERSION","9899","A","FINRE","AAAw+cAAhAABQKDAAC","Sin clasificacion","CFI"
"AMERIS LGT SECONDARIES V FONDO DE INVERSION","9899","B","FINRE","AAAw+cAAhAABQKDAAC","Sin clasificacion","CFI"
"AMERIS LGT SECONDARIES V FONDO DE INVERSION","9899","C","FINRE","AAAw+cAAhAABQKDAAC","Sin clasificacion","CFI"
"AMERIS LGT SECONDARIES V FONDO DE INVERSION","9899","I","FINRE","AAAw+cAAhAABQKDAAC","Sin clasificacion","CFI"
"AMERIS NM GUARDIAN II FONDO DE INVERSIÓN","9461","A","FINRE","AAAw+cAAhAABP4KAAO","Sin clasificacion","CFI"
"AMERIS NM GUARDIAN II FONDO DE INVERSIÓN","9461","I","FINRE","AAAw+cAAhAABP4KAAO","Sin clasificacion","CFI"
"AMERIS NM GUARDIAN IV FONDO DE INVERSION","10428","A","FINRE","AAAw+cAAhAABQK5AAE","Sin clasificacion","CFI"
"AMERIS NM GUARDIAN IV FONDO DE INVERSION","10428","I","FINRE","AAAw+cAAhAABQK5AAE","Sin clasificacion","CFI"
"AMERIS NM GUARDIAN IV FONDO DE INVERSION","10428","R","FINRE","AAAw+cAAhAABQK5AAE","Sin clasificacion","CFI"
"AMERIS NM GUARDIAN IV FONDO DE INVERSION","10428","T","FINRE","AAAw+cAAhAABQK5AAE","Sin clasificacion","CFI"
"AMERIS NM PARTNERS VII FONDO DE INVERSIÓN","10617","A","FINRE","AAAw+cAAhAABQK9AAd","Sin clasificacion","CFI"
"AMERIS NM PARTNERS VII FONDO DE INVERSIÓN","10617","I","FINRE","AAAw+cAAhAABQK9AAd","Sin clasificacion","CFI"
"AMERIS NM PRIVATE CREDIT FONDO DE INVERSIÓN","9879","A","FINRE","AAAw+cAAhAABP4VAA9","Sin clasificacion","CFI"
"AMERIS NM PRIVATE CREDIT FONDO DE INVERSIÓN","9879","AN","FINRE","AAAw+cAAhAABP4VAA9","Sin clasificacion","CFI"
"AMERIS NM PRIVATE CREDIT FONDO DE INVERSIÓN","9879","I","FINRE","AAAw+cAAhAABP4VAA9","Sin clasificacion","CFI"
"AMERIS NM PRIVATE CREDIT FONDO DE INVERSIÓN","9879","IN","FINRE","AAAw+cAAhAABP4VAA9","Sin clasificacion","CFI"
"AMERIS NM PRIVATE CREDIT FONDO DE INVERSIÓN","9879","R","FINRE","AAAw+cAAhAABP4VAA9","Sin clasificacion","CFI"
"AMERIS NM PRIVATE CREDIT FONDO DE INVERSIÓN","9879","RN","FINRE","AAAw+cAAhAABP4VAA9","Sin clasificacion","CFI"
"AMERIS NM PRIVATE CREDIT FONDO DE INVERSIÓN","9879","T","FINRE","AAAw+cAAhAABP4VAA9","Sin clasificacion","CFI"
"AMERIS NM PRIVATE CREDIT FONDO DE INVERSIÓN","9879","X","FINRE","AAAw+cAAhAABP4VAA9","Sin clasificacion","CFI"
"AMERIS NM PRIVATE CREDIT FONDO DE INVERSIÓN","9879","XN","FINRE","AAAw+cAAhAABP4VAA9","Sin clasificacion","CFI"
"AMERIS PRIVATE EQUITY NORDIC IX FONDO DE INVERSIÓN","9506","A","FINRE","AAAw+cAAhAABP4RAAW","Sin clasificacion","CFI"
"AMERIS PRIVATE EQUITY NORDIC IX FONDO DE INVERSIÓN","9506","I","FINRE","AAAw+cAAhAABP4RAAW","Sin clasificacion","CFI"
"AMERIS PRIVATE EQUITY NORDIC IX FONDO DE INVERSIÓN","9506","X","FINRE","AAAw+cAAhAABP4RAAW","Sin clasificacion","CFI"
"AMERIS PRIVATE EQUITY NORDIC XI FONDO DE INVERSIÓN","10217","A","FINRE","AAAw+cAAhAABQKEAAw","Sin clasificacion","CFI"
"AMERIS PRIVATE EQUITY NORDIC XI FONDO DE INVERSIÓN","10217","B","FINRE","AAAw+cAAhAABQKEAAw","Sin clasificacion","CFI"
"AMERIS PRIVATE EQUITY NORDIC XI FONDO DE INVERSIÓN","10217","I","FINRE","AAAw+cAAhAABQKEAAw","Sin clasificacion","CFI"
"AMERIS PRIVATE EQUITY NORDIC XI FONDO DE INVERSIÓN","10217","X","FINRE","AAAw+cAAhAABQKEAAw","Sin clasificacion","CFI"
"ARRAYÁN ACCIONES CHILENAS FONDO DE INVERSIÓN","9989","A","FIRES","AAAw+cAAhAABQKBAAJ","Sin clasificacion","CFI"
"ARRAYÁN ACCIONES CHILENAS FONDO DE INVERSIÓN","9989","B","FIRES","AAAw+cAAhAABQKBAAJ","Sin clasificacion","CFI"
"AVANTE DEUDA PRIVADA Y CAPITAL PREFERENTE FONDO DE INVERSION","10406","AM","FINRE","AAAw+cAAhAABQK8AAB","Sin clasificacion","CFI"
"AVANTE DEUDA PRIVADA Y CAPITAL PREFERENTE FONDO DE INVERSION","10406","R","FINRE","AAAw+cAAhAABQK8AAB","Sin clasificacion","CFI"
"AVANTE DEUDA PRIVADA Y CAPITAL PREFERENTE FONDO DE INVERSION","10406","S","FINRE","AAAw+cAAhAABQK8AAB","Sin clasificacion","CFI"
"AVANTE RENTA V FONDO DE INVERSION","10762","A","FINRE","AAAw+cAAhAABQK8AAx","Sin clasificacion","CFI"
"AVANTE RENTA V FONDO DE INVERSION","10762","AP","FINRE","AAAw+cAAhAABQK8AAx","Sin clasificacion","CFI"
"BANCHILE FONDO DE INVERSION AXON AURORA I","9996","A","FINRE","AAAw+cAAhAABQKHAAM","Sin clasificacion","CFI"
"BANCHILE FONDO DE INVERSION AXON AURORA I","9996","BCH","FINRE","AAAw+cAAhAABQKHAAM","Sin clasificacion","CFI"
"BANCHILE FONDO DE INVERSION AXON AURORA I","9996","P1","FINRE","AAAw+cAAhAABQKHAAM","Sin clasificacion","CFI"
"BCI SMALL CAP CHILE FONDO DE INVERSION","9113","AP","FINRE","AAAw+cAAhAABP4JAA1","Renta Variable - Mid/Small Cap","CFI"
"BCI SMALL CAP CHILE FONDO DE INVERSION","9113","BCI","FINRE","AAAw+cAAhAABP4JAA1","Renta Variable - Mid/Small Cap","CFI"
"BCI SMALL CAP CHILE FONDO DE INVERSION","9113","CLASICA","FINRE","AAAw+cAAhAABP4JAA1","Renta Variable - Mid/Small Cap","CFI"
"BICE ALTERNATIVOS FONDO DE INVERSION","9969","A","FINRE","AAAw+cAAhAABQKAAAP","Alternativos","CFI"
"BICE ALTERNATIVOS FONDO DE INVERSION","9969","I","FINRE","AAAw+cAAhAABQKAAAP","Alternativos","CFI"
"BICE ALTERNATIVOS FONDO DE INVERSION","9969","K","FINRE","AAAw+cAAhAABQKAAAP","Alternativos","CFI"
"BICE ALTERNATIVOS FONDO DE INVERSION","9969","R","FINRE","AAAw+cAAhAABQKAAAP","Alternativos","CFI"
"BICE ALTERNATIVOS FONDO DE INVERSION","9969","X","FINRE","AAAw+cAAhAABQKAAAP","Alternativos","CFI"
"BICE DEUDA PRIVADA FONDO DE INVERSIÓN","10523","A","FINRE","AAAw+cAAhAABQK8AAV","Sin clasificacion","CFI"
"BICE DEUDA PRIVADA FONDO DE INVERSIÓN","10523","I","FINRE","AAAw+cAAhAABQK8AAV","Sin clasificacion","CFI"
"BICE DEUDA PRIVADA FONDO DE INVERSIÓN","10523","K","FINRE","AAAw+cAAhAABQK8AAV","Sin clasificacion","CFI"
"BICE DEUDA PRIVADA FONDO DE INVERSIÓN","10523","X","FINRE","AAAw+cAAhAABQK8AAV","Sin clasificacion","CFI"
"BICE DEUDA PRIVADA FONDO DE INVERSIÓN","10523","Z","FINRE","AAAw+cAAhAABQK8AAV","Sin clasificacion","CFI"
"BICE ENERGIAS RENOVABLES FONDO DE INVERSION","9087","UNICA","FINRE","AAAw+cAAhAABP4JAAx","Alternativos","CFI"
"BICE GAIP FONDO DE INVERSIÓN","10106","A","FINRE","AAAw+cAAhAABQKCAAf","Renta Variable - All/Large Cap","CFI"
"BICE GAIP FONDO DE INVERSIÓN","10106","I","FINRE","AAAw+cAAhAABQKCAAf","Renta Variable - All/Large Cap","CFI"
"BICE GLOBAL CREDIT OPPORTUNITIES FONDO DE INVERSION","9627","A","FINRE","AAAw+cAAhAABP4VAAF","Renta Fija - > 365 dias","CFI"
"BICE GLOBAL CREDIT OPPORTUNITIES FONDO DE INVERSION","9627","I","FINRE","AAAw+cAAhAABP4VAAF","Renta Fija - > 365 dias","CFI"
"BICE GLOBAL CREDIT OPPORTUNITIES II FONDO DE INVERSIÓN","10156","A","FINRE","AAAw+cAAhAABQKHAAe","Alternativos","CFI"
"BICE GLOBAL CREDIT OPPORTUNITIES II FONDO DE INVERSIÓN","10156","I","FINRE","AAAw+cAAhAABQKHAAe","Alternativos","CFI"
"BICE INFRARED VI FONDO DE INVERSIÓN","10605","UNICA","FINRE","AAAw+cAAhAABQK+AAd","Sin clasificacion","CFI"
"BICE INMOBILIARIO IV FONDO DE INVERSION","9721","UNICA","FINRE","AAAw+cAAhAABP4TAAf","Alternativos","CFI"
"BICE INMOBILIARIO V FONDO DE INVERSION","10023","UNICA","FINRE","AAAw+cAAhAABQKAAAV","Alternativos","CFI"
"BICE LOGÍSTICA FONDO DE INVERSIÓN","10084","UNICA","FINRE","AAAw+cAAhAABQKCAAb","Alternativos","CFI"
"BICE MONARCH IV FONDO DE INVERSION","9529","A","FINRE","AAAw+cAAhAABP4RAAy","Alternativos","CFI"
"BICE MONARCH IV FONDO DE INVERSION","9529","I","FINRE","AAAw+cAAhAABP4RAAy","Alternativos","CFI"
"BICE PRIVATE CREDIT FONDO DE INVERSIÓN","10738","A","FINRE","AAAw+cAAhAABQK+AA1","Sin clasificacion","CFI"
"BICE PRIVATE CREDIT FONDO DE INVERSIÓN","10738","I","FINRE","AAAw+cAAhAABQK+AA1","Sin clasificacion","CFI"
"BICE PRIVATE CREDIT FONDO DE INVERSIÓN","10738","K","FINRE","AAAw+cAAhAABQK+AA1","Sin clasificacion","CFI"
"BICE PRIVATE CREDIT FONDO DE INVERSIÓN","10738","R","FINRE","AAAw+cAAhAABQK+AA1","Sin clasificacion","CFI"
"BICE RENTAS INMOBILIARIAS FONDO DE INVERSIÓN","9615","UNICA","FINRE","AAAw+cAAhAABP4TAAK","Alternativos","CFI"
"BICE RENTAS INMOBILIARIAS GLOBAL FONDO DE INVERSIÓN","10302","UNICA","FINRE","AAAw+cAAhAABQKHAA2","Alternativos","CFI"
"BICE SECUNDARIOS RE II FONDO DE INVERSIÓN","9774","A","FINRE","AAAw+cAAhAABP4UAAv","Alternativos","CFI"
"BICE SECUNDARIOS RE II FONDO DE INVERSIÓN","9774","I","FINRE","AAAw+cAAhAABP4UAAv","Alternativos","CFI"
"BICE SECUNDARIOS RE II FONDO DE INVERSIÓN","9774","X","FINRE","AAAw+cAAhAABP4UAAv","Alternativos","CFI"
"BICE STEPSTONE IV FONDO DE INVERSION","9572","A","FINRE","AAAw+cAAhAABP4WAAB","Alternativos","CFI"
"BICE STEPSTONE IV FONDO DE INVERSION","9572","I","FINRE","AAAw+cAAhAABP4WAAB","Alternativos","CFI"
"BICE STEPSTONE SCLE I FONDO DE INVERSION","9722","A","FINRE","AAAw+cAAhAABP4UAAg","Alternativos","CFI"
"BICE STEPSTONE SCLE I FONDO DE INVERSION","9722","I","FINRE","AAAw+cAAhAABP4UAAg","Alternativos","CFI"
"BICE STEPSTONE SCLE I FONDO DE INVERSION","9722","X","FINRE","AAAw+cAAhAABP4UAAg","Alternativos","CFI"
"BICE STEPSTONE SCOF I FONDO DE INVERSION","9982","A","FINRE","AAAw+cAAhAABQKFAAK","Alternativos","CFI"
"BICE STEPSTONE SCOF I FONDO DE INVERSION","9982","I","FINRE","AAAw+cAAhAABQKFAAK","Alternativos","CFI"
"BICE STEPSTONE SCOF I FONDO DE INVERSION","9982","X","FINRE","AAAw+cAAhAABQKFAAK","Alternativos","CFI"
"BICE STEPSTONE SSOF IV FONDO DE INVERSIÓN","9747","A","FINRE","AAAw+cAAhAABP4UAAo","Alternativos","CFI"
"BICE STEPSTONE SSOF IV FONDO DE INVERSIÓN","9747","I","FINRE","AAAw+cAAhAABP4UAAo","Alternativos","CFI"
"BICE STEPSTONE SSOF V FONDO DE INVERSIÓN","10231","A","FINRE","AAAw+cAAhAABQKAAAt","Alternativos","CFI"
"BICE STEPSTONE SSOF V FONDO DE INVERSIÓN","10231","I","FINRE","AAAw+cAAhAABQKAAAt","Alternativos","CFI"
"BICE STEPSTONE SSOF V FONDO DE INVERSIÓN","10231","X","FINRE","AAAw+cAAhAABQKAAAt","Alternativos","CFI"
"BICE STEPSTONE V FONDO DE INVERSION","10088","A","FINRE","AAAw+cAAhAABQKBAAU","Alternativos","CFI"
"BICE STEPSTONE V FONDO DE INVERSION","10088","I","FINRE","AAAw+cAAhAABQKBAAU","Alternativos","CFI"
"BICE THOMA BRAVO XV FONDO DE INVERSIÓN","10290","A","FINRE","AAAw+cAAhAABQKCAAx","Alternativos","CFI"
"BICE THOMA BRAVO XV FONDO DE INVERSIÓN","10290","I","FINRE","AAAw+cAAhAABQKCAAx","Alternativos","CFI"
"BICE THOMA BRAVO XV FONDO DE INVERSIÓN","10290","X","FINRE","AAAw+cAAhAABQKCAAx","Alternativos","CFI"
"BICE THOMA BRAVO XVI FONDO DE INVERSIÓN","10659","A","FINRE","AAAw+cAAhAABQK8AAo","Sin clasificacion","CFI"
"BICE THOMA BRAVO XVI FONDO DE INVERSIÓN","10659","I","FINRE","AAAw+cAAhAABQK8AAo","Sin clasificacion","CFI"
"BICE THOMA BRAVO XVI FONDO DE INVERSIÓN","10659","X","FINRE","AAAw+cAAhAABQK8AAo","Sin clasificacion","CFI"
"BICE VENTURE CAPITAL FONDO DE INVERSIÓN","10416","UNICA","FINRE","AAAw+cAAhAABQK8AAE","Alternativos","CFI"
"BTG PACTUAL - ADLS FONDO DE INVERSIÓN","9667","A","FINRE","AAAw+cAAhAABP4UAAS","Sin clasificacion","CFI"
"BTG PACTUAL - ADLS FONDO DE INVERSIÓN","9667","B","FINRE","AAAw+cAAhAABP4UAAS","Sin clasificacion","CFI"
"BTG PACTUAL - ADLS FONDO DE INVERSIÓN","9667","I","FINRE","AAAw+cAAhAABP4UAAS","Sin clasificacion","CFI"
"BTG PACTUAL BRASIL INDEX FONDO DE INVERSIÓN","9368","A","FIRES","AAAw+cAAhAABP4OAA9","Renta Variable - All/Large Cap","CFI"
"BTG PACTUAL BRASIL INDEX FONDO DE INVERSIÓN","9368","I","FIRES","AAAw+cAAhAABP4OAA9","Renta Variable - All/Large Cap","CFI"
"BTG PACTUAL BRASIL INDEX FONDO DE INVERSIÓN","9368","M","FIRES","AAAw+cAAhAABP4OAA9","Renta Variable - All/Large Cap","CFI"
"BTG PACTUAL BRAZIL REAL RATE FONDO DE INVERSIÓN","10767","A","FIRES","AAAw+cAAhAABQK5AA6","Sin clasificacion","CFI"
"BTG PACTUAL BRAZIL REAL RATE FONDO DE INVERSIÓN","10767","M","FIRES","AAAw+cAAhAABQK5AA6","Sin clasificacion","CFI"
"BTG PACTUAL CRÉDITO AUTOMOTRIZ FONDO DE INVERSIÓN","10787","A","FINRE","AAAw+cAAhAABQK9AA2","Sin clasificacion","CFI"
"BTG PACTUAL CRÉDITO AUTOMOTRIZ FONDO DE INVERSIÓN","10787","B","FINRE","AAAw+cAAhAABQK9AA2","Sin clasificacion","CFI"
"BTG PACTUAL CRÉDITO PRIVADO FONDO DE INVERSIÓN","10843","A","FINRE","AAAw+cAAhAABQlXAAA","Sin clasificacion","CFI"
"BTG PACTUAL CRÉDITO PRIVADO FONDO DE INVERSIÓN","10843","B","FINRE","AAAw+cAAhAABQlXAAA","Sin clasificacion","CFI"
"BTG PACTUAL CRÉDITO PRIVADO FONDO DE INVERSIÓN","10843","BTGP","FINRE","AAAw+cAAhAABQlXAAA","Sin clasificacion","CFI"
"BTG PACTUAL CRÉDITO PRIVADO FONDO DE INVERSIÓN","10843","X","FINRE","AAAw+cAAhAABQlXAAA","Sin clasificacion","CFI"
"BTG PACTUAL DEUDA ACTIVA PLUS FONDO DE INVERSIÓN","9358","A","FIRES","AAAw+cAAhAABP4OAAB","Sin clasificacion","CFI"
"BTG PACTUAL DEUDA ACTIVA PLUS FONDO DE INVERSIÓN","9358","BTGP","FIRES","AAAw+cAAhAABP4OAAB","Sin clasificacion","CFI"
"BTG PACTUAL DEUDA ACTIVA PLUS FONDO DE INVERSIÓN","9358","F","FIRES","AAAw+cAAhAABP4OAAB","Sin clasificacion","CFI"
"BTG PACTUAL DEUDA ACTIVA PLUS FONDO DE INVERSIÓN","9358","G","FIRES","AAAw+cAAhAABP4OAAB","Sin clasificacion","CFI"
"BTG PACTUAL DEUDA ACTIVA PLUS FONDO DE INVERSIÓN","9358","I","FIRES","AAAw+cAAhAABP4OAAB","Sin clasificacion","CFI"
"BTG PACTUAL DEUDA CORPORATIVA CHILE FONDO DE INVERSION","7184","A","FIRES","AAAw+cAAhAABP4CAA6","Renta Fija - > 365 dias","CFI"
"BTG PACTUAL DEUDA CORPORATIVA CHILE FONDO DE INVERSION","7184","BTGP","FIRES","AAAw+cAAhAABP4CAA6","Renta Fija - > 365 dias","CFI"
"BTG PACTUAL DEUDA CORPORATIVA CHILE FONDO DE INVERSION","7184","F","FIRES","AAAw+cAAhAABP4CAA6","Renta Fija - > 365 dias","CFI"
"BTG PACTUAL DEUDA CORPORATIVA CHILE FONDO DE INVERSION","7184","G","FIRES","AAAw+cAAhAABP4CAA6","Renta Fija - > 365 dias","CFI"
"BTG PACTUAL DEUDA CORPORATIVA CHILE FONDO DE INVERSION","7184","I","FIRES","AAAw+cAAhAABP4CAA6","Renta Fija - > 365 dias","CFI"
"BTG PACTUAL DEUDA ESTRATÉGICA FONDO DE INVERSIÓN","10641","A","FINRE","AAAw+cAAhAABQK7AAm","Sin clasificacion","CFI"
"BTG PACTUAL DEUDA ESTRATÉGICA FONDO DE INVERSIÓN","10641","B","FINRE","AAAw+cAAhAABQK7AAm","Sin clasificacion","CFI"
"BTG PACTUAL DEUDA ESTRATÉGICA FONDO DE INVERSIÓN","10641","I","FINRE","AAAw+cAAhAABQK7AAm","Sin clasificacion","CFI"
"BTG PACTUAL DEUDA HABITACIONAL CON SUBSIDIO FONDO DE INVERSIÓN","10581","BTGP","FINRE","AAAw+cAAhAABQK/AAZ","Sin clasificacion","CFI"
"BTG PACTUAL DEUDA HABITACIONAL CON SUBSIDIO FONDO DE INVERSIÓN","10581","I","FINRE","AAAw+cAAhAABQK/AAZ","Sin clasificacion","CFI"
"BTG PACTUAL DEUDA HABITACIONAL CON SUBSIDIO II FONDO DE INVERSIÓN","10807","I","FINRE","AAAw+cAAhAABQK6AA3","Sin clasificacion","CFI"
